,gene_id,Gene name,description,Datasets with neurite TPM > 10,Mean TPM in neurites,Studies with neurite ribosome association,primary motor neurons B,neuroblastoma line CAD,Ascl1 induced neurons B,primary dorsal root ganglia,primary cortical neurons B,primary cortical neurons C,primary motor neurons C,neuroblastoma line N2A,hippocampal tissue B,hippocampal tissue C,iPSC derived motor neurons,Ascl1 induced neurons A,induced mixed neurons,hippocampal tissue A,cortical tissue,primary hippocampal neurons,primary cortical neurons A,primary motor neurons A,cortical growth cones,neuroblastoma line N1E,Zappulo2017_loc.translation,Shigeoka2016_loc.translation,Ouwenga2017_loc.translation,Ainsley2014_loc.translation
3522,ENSMUSG00000031503,Col4a2,"collagen, type IV, alpha 2 [Source:MGI Symbol;Acc:MGI:88455]",9,116.9136825,1,22.20088036,17.63887427,219.4233209,388.4888301,,,38.01615415,408.4138986,,14.5927181,446.1456228,1209.495222,,,,,,,,,0.875281743,,,
3523,ENSMUSG00000096617,Gm5559,predicted gene 5559 [Source:MGI Symbol;Acc:MGI:3779498],9,113.5588442,0,108.7320666,1583.728084,28.63207554,57.59144593,117.9601436,16.99346756,,611.4323421,,175.8355445,,51.31770447,,,,,,,,,,,,
3524,ENSMUSG00000090516,Rps11-ps1,"ribosomal protein S11, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644744]",9,112.9439709,0,24.67151273,224.216514,307.8996884,315.9486848,72.86952211,79.85956882,,218.754909,,23.49586902,,185.8044428,,,,,,,,,,,,
3525,ENSMUSG00000037071,Scd1,stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239],9,111.579699,1,69.46957745,272.886987,13.26497914,392.7588984,,,6314.121146,28.32719737,10.90056764,168.3578522,,82.69087216,,,,,,,,,,,,0.602900167
3526,ENSMUSG00000078965,Gm12033,predicted gene 12033 [Source:MGI Symbol;Acc:MGI:3650772],9,111.1720173,0,107.0684683,1438.315515,28.63207554,57.65500371,121.749744,17.05661097,,539.2299335,,178.1703163,,51.14269888,,,,,,,,,,,,
3527,ENSMUSG00000084168,Atp5l2-ps,"ATP synthase, H+ transporting, mitochondrial FO complex, subunit G2, pseudogene [Source:MGI Symbol;Acc:MGI:3649364]",9,110.910078,0,11.0560628,29.68660449,3708.521439,143.0925324,259.7063448,783.2200238,,38.46280036,,17.20186236,,108.3371977,,,,,,,,,,,,
3528,ENSMUSG00000095427,Rps2-ps6,"ribosomal protein S2, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3644876]",9,108.0047714,0,151.9747811,1276.402041,32.57931755,105.5650012,159.9381533,13.52112926,,757.7365514,,14.27007416,,128.1905503,,,,,,,,,,,,
3529,ENSMUSG00000075581,Gm16409,predicted gene 16409 [Source:MGI Symbol;Acc:MGI:3646708],9,107.162105,0,19.14435371,221.3579242,637.7509344,348.3704712,176.5809032,34.80783692,,126.2530231,,10.65094684,,239.4926169,,,,,,,,,,,,
3530,ENSMUSG00000030678,Maz,MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823],9,107.0805297,2,32.08926443,291.9615193,,97.44276013,34.77193455,,363.5068454,331.4932524,,101.5464457,176.6252348,26.97901101,,,,,,,,,,0.409073133,0.60130719,
3531,ENSMUSG00000021477,Ctsl,cathepsin L [Source:MGI Symbol;Acc:MGI:88564],9,105.5206072,1,59.66757354,214.6584646,384.8550539,155.3460769,95.62172205,,76.66591087,23.81425547,,29.80313874,,407.0931376,,,,,,,,,,0.723113023,,
3532,ENSMUSG00000026825,Dnm1,dynamin 1 [Source:MGI Symbol;Acc:MGI:107384],9,104.9421173,1,29.67368711,134.4469255,,41.29390689,,,53.0415865,82.50395152,337.3608433,213.0450295,31.12536934,,,957.1239592,,,,,,,,,,0.201896263
3533,ENSMUSG00000057244,Gm6139,predicted gene 6139 [Source:MGI Symbol;Acc:MGI:3643279],9,104.7843768,0,126.9987385,612.113217,57.33002619,41.16742748,165.6442081,24.80189485,,468.0258467,,35.64442792,,121.109769,,,,,,,,,,,,
3534,ENSMUSG00000062038,Gm10108,predicted pseudogene 10108 [Source:MGI Symbol;Acc:MGI:3642431],9,103.9139733,0,97.21171966,38.89180073,102.9243967,58.17757024,428.5778532,282.1021403,,65.27109701,,60.85826091,,129.9386696,,,,,,,,,,,,
3535,ENSMUSG00000048644,Ctxn1,cortexin 1 [Source:MGI Symbol;Acc:MGI:88566],9,102.6253779,1,41.35016434,128.437249,,43.5149665,139.4956467,,61.45944921,88.64914472,636.646309,111.623983,,,,101.1594428,,,,,,,,,,0.071946458
3536,ENSMUSG00000006498,Ptbp1,polypyrimidine tract binding protein 1 [Source:MGI Symbol;Acc:MGI:97791],9,101.6743188,0,131.3146573,343.9666228,,88.0772784,32.79420159,,81.19164351,244.8451173,,24.25766327,187.7773414,98.29152109,,,,,,,,,,,,
3537,ENSMUSG00000020340,Cyfip2,cytoplasmic FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924134],9,101.6651287,1,26.28049058,26.53267891,,21.90229392,26.50363974,,82.09679003,,566.8915143,200.9429161,206.2258793,,,1486.26566,,,,,,,,,,0.182375906
3538,ENSMUSG00000066543,Rpl17-ps9,"ribosomal protein L17, pseudogene 9 [Source:MGI Symbol;Acc:MGI:3641818]",9,101.063244,0,53.94792513,155.5366286,865.5385296,277.057454,268.6778912,34.89196172,,151.3282303,,11.68477963,,32.97445619,,,,,,,,,,,,
3539,ENSMUSG00000068674,Gm10247,predicted gene 10247 [Source:MGI Symbol;Acc:MGI:3641838],9,100.178223,0,13.41137391,242.3516061,714.69592,298.5750689,82.58061272,43.30862403,,168.1859943,,15.88697723,,153.3141746,,,,,,,,,,,,
3540,ENSMUSG00000117804,Gm6252,predicted gene 6252 [Source:MGI Symbol;Acc:MGI:3644748],9,99.85046968,0,27.95602488,428.5839351,109.0064879,468.2396892,254.5722673,12.98961493,,296.5435985,,10.0952868,,162.968831,,,,,,,,,,,,
3541,ENSMUSG00000046865,Fbl,fibrillarin [Source:MGI Symbol;Acc:MGI:95486],9,98.40768098,1,60.70004565,318.5958452,29.36687476,72.61337252,62.51306317,,145.6380763,403.3063624,,,114.8735406,49.75729013,,,,,,,,,,,,0.058003346
3542,ENSMUSG00000027593,Raly,hnRNP-associated with lethal yellow [Source:MGI Symbol;Acc:MGI:97850],9,95.91841315,1,50.14276345,317.2715115,,105.4192811,,,130.2505853,260.1783769,73.32529271,14.09655811,144.1081548,81.18057862,,,,,,,,,,,,0.898494144
3543,ENSMUSG00000082035,Rpl17-ps8,"ribosomal protein L17, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3802129]",9,94.78731431,0,45.81247549,120.3572956,798.8411712,304.8421339,278.4053576,30.41687564,,126.8455886,,10.64656993,,40.22379855,,,,,,,,,,,,
3544,ENSMUSG00000070348,Ccnd1,cyclin D1 [Source:MGI Symbol;Acc:MGI:88313],9,92.90669903,2,51.33012885,53.27606444,,78.87759208,,,3506.266103,86.04787806,27.29530413,14.91179099,227.4608142,,,85.59645164,,,,,,,,0.922565506,0.666666667,
3545,ENSMUSG00000083380,Ndufb4c,NADH:ubiquinone oxidoreductase subunit B4C [Source:MGI Symbol;Acc:MGI:3781422],9,91.21328492,0,80.45522498,154.4883343,68.18116211,87.15318178,387.2808122,40.80508237,,109.2135946,,52.98189645,,64.71140631,,,,,,,,,,,,
3546,ENSMUSG00000073411,H2-D1,"histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]",9,90.28419372,1,142.1863438,102.2719823,45.10294374,173.0790451,288.9472362,,76.57539622,489.636117,,14.38047852,,22.53652734,,,,,,,,,,,,0.803680982
3547,ENSMUSG00000052296,Ppp6r1,"protein phosphatase 6, regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:2442163]",9,89.49162289,1,76.15596244,109.6231068,,56.7077667,,,689.0880513,136.5634618,79.45642518,68.90773969,46.64064827,32.36100888,,,,,,,,,,,,0.436140547
3548,ENSMUSG00000078249,Hmga1b,high mobility group AT-hook 1B [Source:MGI Symbol;Acc:MGI:96161],9,85.5209796,0,61.97797083,273.9033646,90.73289863,91.95367457,66.19400231,,,304.9400421,,21.04200753,356.6768839,11.40486568,,,,,,,,,,,,
3549,ENSMUSG00000017493,Igfbp4,insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439],9,82.568669,0,,531.3056153,74.89324825,258.5933284,,,42.81343075,415.8111472,17.39259264,24.88172524,58.86662636,38.2246084,,,,,,,,,,,,
3550,ENSMUSG00000116648,Rpl31-ps12,"ribosomal protein L31, pseudogene 1 2 [Source:MGI Symbol;Acc:MGI:3645866]",9,81.99967021,0,11.79988923,858.7785895,23.38101802,751.3252943,255.0243606,15.98041001,,602.0179306,,11.52165132,,33.30923405,,,,,,,,,,,,
3551,ENSMUSG00000080893,Gm15920,predicted gene 15920 [Source:MGI Symbol;Acc:MGI:3801934],9,80.9064177,0,120.6427209,108.981701,74.2497353,86.25522148,300.7134331,40.270668,,87.37652659,,32.96443437,,50.57427588,,,,,,,,,,,,
3552,ENSMUSG00000053617,Sh3pxd2a,SH3 and PX domains 2A [Source:MGI Symbol;Acc:MGI:1298393],9,80.68318902,1,17.65722192,41.63135696,21.01794789,953.7663429,,,1104.369278,46.25996157,,14.99263279,159.1078874,,,,,,,,,,0.26596544,,,
3553,ENSMUSG00000024589,Nedd4l,"neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]",9,79.79373747,0,39.45902635,,,16.95498062,48.65990327,,74.13150059,,28.7424126,64.44690898,145.5595854,,454.3573086,443.5452494,,,,,,,,,,
3554,ENSMUSG00000094403,Mir692-2,microRNA 692-2 [Source:MGI Symbol;Acc:MGI:3629654],9,78.62526706,0,105.7700329,69.74141737,23.45332436,299.9627604,194.7479535,42.00364967,,53.55189478,,46.43904757,,108.7717124,,,,,,,,,,,,
3555,ENSMUSG00000076038,Gm22774,"predicted gene, 22774 [Source:MGI Symbol;Acc:MGI:5452551]",9,78.12384857,0,105.7700329,69.18943744,22.72430294,299.9627604,193.8810652,41.28291903,,53.85335813,,46.35085661,,108.7717124,,,,,,,,,,,,
3556,ENSMUSG00000076031,Gm22751,"predicted gene, 22751 [Source:MGI Symbol;Acc:MGI:5452528]",9,78.11638618,0,105.7700329,69.18943744,22.72430294,300.1578716,195.6351918,41.04693399,,53.45322575,,46.47495305,,108.7717124,,,,,,,,,,,,
3557,ENSMUSG00000059058,Tma7-ps,"translational machinery associated 7 homolog (S. cerevisiae), pseudogene [Source:MGI Symbol;Acc:MGI:3705453]",9,78.0282285,0,143.7859995,57.86936111,114.9701023,114.9591306,450.5559762,14.52960297,,91.96606082,,10.68554032,,151.5463472,,,,,,,,,,,,
3558,ENSMUSG00000027223,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1309464],9,75.68786466,1,20.94164914,194.5077488,,40.66968128,11.31719277,,336.1714203,93.47452059,210.5480473,104.0065546,63.18486243,,,,,,,,,,,,,0.336865588
3559,ENSMUSG00000028494,Plin2,perilipin 2 [Source:MGI Symbol;Acc:MGI:87920],9,75.06770476,0,64.81463425,139.5580114,80.92412671,145.4476181,101.7291455,,22.53814853,83.16277731,,,112.4399284,33.16290563,,,,,,,,,,,,
3560,ENSMUSG00000005447,Pafah1b3,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3 [Source:MGI Symbol;Acc:MGI:108414]",9,74.88907657,1,16.08371211,172.1628189,96.02319098,49.92799923,224.9000196,,26.61130791,148.4719305,,,73.38581267,85.58706823,,,,,,,,,,0.371920219,,
3561,ENSMUSG00000019579,Mydgf,myeloid derived growth factor [Source:MGI Symbol;Acc:MGI:2156020],9,74.5759632,1,42.4199886,178.6478846,217.9303156,35.81159456,80.95141664,,19.09859173,239.5948642,,,25.41709232,128.1300337,,,,,,,,,,,,0.228109314
3562,ENSMUSG00000079111,Kdelr2,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:MGI Symbol;Acc:MGI:1914163],9,73.28410512,0,28.45327704,81.90163971,140.7163504,44.91243942,70.61683458,,28.60263027,89.4260394,,,152.0629264,150.7129064,,,,,,,,,,,,
3563,ENSMUSG00000026490,Cdc42bpa,CDC42 binding protein kinase alpha [Source:MGI Symbol;Acc:MGI:2441841],9,72.95948363,0,26.197558,26.59831788,,23.3970345,16.83761859,,151.0689554,27.96531781,,154.7925155,246.6734215,,,1322.854253,,,,,,,,,,
3564,ENSMUSG00000033685,Ucp2,"uncoupling protein 2 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:109354]",9,72.08121095,1,164.3718624,338.7260111,,93.39426731,26.71931343,,36.56791971,331.6652702,89.16811911,34.82769318,10.03789299,,,,,,,,,,,,,0.308979364
3565,ENSMUSG00000039221,Rpl22l1,ribosomal protein L22 like 1 [Source:MGI Symbol;Acc:MGI:1915278],9,71.67675206,0,,,10.77902734,81.46201024,95.64248868,,39.10232998,,186.4092164,,59.74848473,70.04171823,,249.0078593,,,,,78.28030963,,,,,
3566,ENSMUSG00000050953,Gja1,"gap junction protein, alpha 1 [Source:MGI Symbol;Acc:MGI:95713]",9,69.9737401,1,95.96356054,,11.66237566,91.35581147,51.24967033,,71.77811962,,543.9958879,134.6526081,49.9948848,29.19894212,,,,,,,,,0.341848234,,,
3567,ENSMUSG00000036748,Cuedc2,CUE domain containing 2 [Source:MGI Symbol;Acc:MGI:1914366],9,69.8341841,1,54.44698352,149.2106712,,39.37406377,202.4481377,,50.68820553,247.0835887,,23.41778649,66.81825198,,,31.12598241,,,,,,,,0.041845913,,
3568,ENSMUSG00000019831,Wasf1,"WAS protein family, member 1 [Source:MGI Symbol;Acc:MGI:1890563]",9,69.38625387,1,,42.29864801,,,25.5430866,,28.87417422,28.38033797,332.9733177,30.34282943,61.25780028,,,980.468446,,,,,,,,0.924912006,,
3569,ENSMUSG00000034220,Gpc1,glypican 1 [Source:MGI Symbol;Acc:MGI:1194891],9,69.2638007,0,65.46433081,113.2531883,,74.41542231,26.17956518,,102.5531016,46.53712404,77.10502134,61.51702082,112.2147697,,,,,,,,,,,,,
3570,ENSMUSG00000109610,Gm7432,predicted gene 7432 [Source:MGI Symbol;Acc:MGI:3645713],9,68.933667,0,38.24832915,398.8244325,38.13126064,61.09866879,100.9603222,11.89898678,,327.6673868,,27.31627317,,91.97290983,,,,,,,,,,,,
3571,ENSMUSG00000113902,Ndufb1-ps,NADH:ubiquinone oxidoreductase subunit B1 [Source:MGI Symbol;Acc:MGI:3780865],9,68.57029867,0,,13.81054022,104.5280486,45.11195968,350.7562457,148.5756043,,,,28.40520662,69.19002287,54.55967219,92.09224699,,,,,,,,,,,
3572,ENSMUSG00000005667,Mthfd2,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]",9,68.49378841,1,13.432786,97.82586745,125.3175961,48.66176079,55.11710287,,21.90454596,280.8874315,,,137.6281052,88.71170725,,,,,,,,,,,,0.434467373
3573,ENSMUSG00000022698,Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:MGI Symbol;Acc:MGI:1919367]",9,68.24129511,1,23.92042773,,58.53859292,31.69597095,31.10620888,,1946.698636,,71.67133161,,173.137011,20.61173445,,46.68897362,,,,,,,,,,0.978248745
3574,ENSMUSG00000019942,Cdk1,cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351],9,67.99704512,1,76.7037432,22.58538602,325.4687105,20.25272301,35.17678771,,27.69748374,127.1362744,,,177.6020066,123.6971742,,,,,,,,,0.968444778,,,
3575,ENSMUSG00000063888,Rpl7l1,ribosomal protein L7-like 1 [Source:MGI Symbol;Acc:MGI:1913479],9,67.96935521,0,35.91759604,65.04474626,74.02902676,34.92351383,113.9387874,,45.80041429,67.53101301,,,172.6131507,84.26762371,,,,,,,,,,,,
3576,ENSMUSG00000021488,Nsd1,nuclear receptor-binding SET-domain protein 1 [Source:MGI Symbol;Acc:MGI:1276545],9,67.92807951,1,41.74329884,,62.93894897,49.87022287,35.6014546,,197.8650309,,,65.90321029,345.1095434,70.27860708,20.87242883,,,,,,,,,,,0.115448968
3577,ENSMUSG00000103653,Gstp-ps,"glutathione S-transferase, pi, pseudogene [Source:MGI Symbol;Acc:MGI:3782108]",9,67.67322335,0,16.03232758,219.4406835,108.6491798,132.9165622,74.02019654,61.40984181,,163.8833874,,20.12993337,,39.07212279,,,,,,,,,,,,
3578,ENSMUSG00000023015,Racgap1,Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423],9,67.40389754,0,52.62866718,61.50332813,34.24060946,33.92492994,38.0585787,,78.74774788,376.6706625,,,156.0797919,43.3495379,,,,,,,,,,,,
3579,ENSMUSG00000028797,Tmem234,transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049],9,67.3506238,1,98.63677236,124.927249,125.7017005,44.25096697,162.2403929,,22.35711923,115.4617931,,22.30986678,,44.52506358,,,,,,,,,,0.827532264,,
3580,ENSMUSG00000022240,Ctnnd2,"catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]",9,66.5878314,0,47.09670459,,,20.41413855,70.38507247,27.6658554,92.05340183,,104.4387146,316.8343855,118.0784551,,38.22110741,,,,,,,,,,,
3581,ENSMUSG00000020827,Mink1,misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329],9,66.38705155,1,26.58492751,27.08564949,,15.97916898,,,53.40364512,47.27532945,224.6616713,132.4468034,30.27452816,,,957.1239592,,,,,,,,,,0.092582264
3582,ENSMUSG00000061232,H2-K1,"histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]",9,65.54865365,0,203.0891762,107.7567169,12.63249657,89.71936638,81.02085762,,50.68820553,551.6533922,,18.8812186,,21.0555893,,,,,,,,,,,,
3583,ENSMUSG00000025403,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989],9,65.42718005,1,63.36703633,299.6484354,,48.1599829,45.21940752,,36.11534644,399.8607367,15.49741129,,159.6984731,14.86540513,,,,,,,,,,,,0.849414389
3584,ENSMUSG00000025738,Fbxl16,F-box and leucine-rich repeat protein 16 [Source:MGI Symbol;Acc:MGI:2448488],9,65.36379889,1,10.86623069,87.67512353,,,12.74898237,13.45143425,102.3720722,54.37570529,,636.2351608,,,,575.8306747,,,,,,,,,,0.520356944
3585,ENSMUSG00000032320,Rcn2,reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765],9,64.98107212,1,36.62864708,,74.06932559,22.09092228,40.6174096,,122.9188984,,112.3542211,29.6109567,329.6771987,62.94295249,,,,,,,,,,0.290965976,,
3586,ENSMUSG00000055720,Ubl7,ubiquitin-like 7 (bone marrow stromal cell-derived) [Source:MGI Symbol;Acc:MGI:1916709],9,64.81356684,1,,63.1398757,,22.8542619,135.3010436,,17.19778402,61.95208094,86.93177628,58.41632156,29.58277526,,,645.8641351,,,,,,,,,,0.027886224
3587,ENSMUSG00000003948,Mmd,monocyte to macrophage differentiation-associated [Source:MGI Symbol;Acc:MGI:1914718],9,63.57476663,1,10.40363103,,,,12.17722712,20.96975597,45.80041429,,408.139442,38.78396709,204.6628142,,,676.9901175,,,,,,,,,,0.346346905
3588,ENSMUSG00000031785,Adgrg1,adhesion G protein-coupled receptor G1 [Source:MGI Symbol;Acc:MGI:1340051],9,62.68185393,1,175.5054081,,27.19902631,24.78636967,118.4066153,,138.0348454,14.32373911,178.763043,66.07135222,45.65703214,,,,,,,,,,,0.624168948,,
3589,ENSMUSG00000002870,Mcm2,minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380],9,62.50785593,1,38.86852206,82.32917239,45.30483475,41.34580351,23.13099588,,68.15753351,123.5079003,,,246.8468106,50.56537154,,,,,,,,,,,,0.392638037
3590,ENSMUSG00000025374,Nabp2,nucleic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1917167],9,62.1971134,1,58.00833591,129.3892368,,25.64556425,83.36836465,,34.75762665,177.9262544,68.11959819,31.19170246,66.0584923,,,,,,,,,,,0.445834963,,
3591,ENSMUSG00000001473,Tubb6,"tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]",9,62.05760479,0,122.5510354,59.97853733,24.43519061,66.55327092,42.03392389,,49.87357366,97.88734664,,,82.89261678,67.13426889,,,,,,,,,,,,
3592,ENSMUSG00000022272,Myo10,myosin X [Source:MGI Symbol;Acc:MGI:107716],9,61.647766,1,57.52047741,25.55016162,31.82617419,64.76870303,55.69436408,,295.9829145,,,63.07066034,123.091613,33.17084897,,,,,,,,,,,0.189542484,
3593,ENSMUSG00000025016,Tm9sf3,transmembrane 9 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914262],9,60.86532588,0,17.20758094,,132.2154579,28.53746772,12.26684173,,648.3564576,,,17.61725724,297.5032328,69.59299673,,,,,,,,,,,,
3594,ENSMUSG00000042109,Csdc2,"cold shock domain containing C2, RNA binding [Source:MGI Symbol;Acc:MGI:2146027]",9,60.68811205,0,49.74148658,57.76840445,,25.66793158,115.8794054,,124.0050743,17.6671851,112.601,87.27175113,,,,,,,,,,,,,,
3595,ENSMUSG00000026585,Kifap3,kinesin-associated protein 3 [Source:MGI Symbol;Acc:MGI:107566],9,60.64611237,0,10.29172355,,,13.66200064,33.76070652,,85.26480288,,154.4334266,23.71752128,111.706378,,,1104.972376,,,,,,,,,,
3596,ENSMUSG00000004665,Cnn2,calponin 2 [Source:MGI Symbol;Acc:MGI:105093],9,60.32676367,1,83.15269022,17.90901139,51.90772773,74.95158223,14.95346892,,95.58347329,88.98186518,,,179.3059772,80.09556608,,,,,,,,,0.199849737,,,
3597,ENSMUSG00000078532,Nkain1,Na+/K+ transporting ATPase interacting 1 [Source:MGI Symbol;Acc:MGI:1914399],9,60.03901087,1,28.86759522,104.0866649,,26.73929743,,,156.3188053,30.95467185,,15.19813682,55.6511335,,513.4648771,,,,,,,,,0.066093078,,
3598,ENSMUSG00000023022,Lima1,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992],9,59.54910238,1,52.11246729,39.42369218,294.0027314,51.976074,38.97951478,,58.56298032,26.64487292,,,63.04963098,78.21092208,,,,,,,,,0.437265214,,,
3599,ENSMUSG00000049047,Armcx3,"armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]",9,59.15502536,0,,,,19.27659948,30.69543004,14.75794397,398.8980746,,28.53958153,,130.9661151,10.88260046,,1058.283402,,,,,,,,,,
3600,ENSMUSG00000020524,Gria1,"glutamate receptor, ionotropic, AMPA1 (alpha 1) [Source:MGI Symbol;Acc:MGI:95808]",9,58.44726591,1,11.42278205,,,,29.67355993,12.26089902,442.2545933,,12.13515833,95.84800175,142.9474875,,18.19096154,1431.795191,,,,,,,,0.467735628,,
3601,ENSMUSG00000027210,Meis2,Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564],9,58.07841012,1,42.01081509,,41.87637102,,170.9774382,,75.30819108,10.25333971,33.03802104,23.19858239,193.8471309,,,217.8818769,,,,,,,,,,0.312883436
3602,ENSMUSG00000025283,Sat1,spermidine/spermine N1-acetyl transferase 1 [Source:MGI Symbol;Acc:MGI:98233],9,57.90211413,1,11.39327903,,368.0962969,26.68914305,50.21036784,,30.77498193,,248.7422564,17.44337403,63.80013448,152.7960444,,,,,,,,,0.56498873,,,
3603,ENSMUSG00000035621,Midn,midnolin [Source:MGI Symbol;Acc:MGI:1890222],9,57.57655745,0,62.01194212,212.7824484,66.28024251,43.38867748,17.01458498,,49.78305901,146.3954003,,36.57138581,40.40804374,,,,,,,,,,,,,
3604,ENSMUSG00000019539,Rcn3,"reticulocalbin 3, EF-hand calcium binding domain [Source:MGI Symbol;Acc:MGI:1277122]",9,57.20822506,1,35.25106172,109.9571598,22.81256239,231.0867808,17.44651924,,19.64167964,272.4117047,20.95921377,,,164.1697764,,,,,,,,,0.246431255,,,
3605,ENSMUSG00000026116,Tmem131,transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110],9,57.16735146,1,55.8343877,76.10830314,,24.66077415,12.82976971,,65.17054997,44.9775873,,36.06680366,70.19007793,,,653.6456307,,,,,,,,0.55924912,,
3606,ENSMUSG00000008035,Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291],9,56.91729426,1,44.99846926,80.82022128,,18.33749087,24.48928987,,126.8110285,84.04355094,97.40754044,41.76650873,88.52830916,,,,,,,,,,,0.497066875,,
3607,ENSMUSG00000030216,Wbp11,WW domain binding protein 11 [Source:MGI Symbol;Acc:MGI:1891823],9,56.70417607,0,31.8744107,111.4135367,91.79565636,52.32416528,51.49642582,,58.47246567,107.6010565,,33.83667282,,32.41142698,,,,,,,,,,,,
3608,ENSMUSG00000067818,Myl9,"myosin, light polypeptide 9, regulatory [Source:MGI Symbol;Acc:MGI:2138915]",9,56.62565163,1,183.7527034,,34.32102432,69.25470277,41.17393584,,93.77318024,20.62660341,30.06902699,52.68151974,,108.6348703,,,,,,,,,0.180315552,,,
3609,ENSMUSG00000041729,Coro2b,"coronin, actin binding protein, 2B [Source:MGI Symbol;Acc:MGI:2444283]",9,56.41157145,1,23.94326136,122.5726963,,30.0087677,14.62988554,,40.00747651,92.10960387,,96.38579011,31.85336428,,,396.8562758,,,,,,,,,,0.553820413
3610,ENSMUSG00000021945,Zmym2,"zinc finger, MYM-type 2 [Source:MGI Symbol;Acc:MGI:1923257]",9,56.31652731,2,31.51728552,,18.71147509,24.57872392,34.59613477,,65.71363789,,,33.85511742,395.9148919,36.84018434,,350.1673022,,,,,,,,0.730543606,,0.774679308
3611,ENSMUSG00000024002,Brd4,bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520],9,56.13828222,0,107.9802316,77.02862993,49.96292936,45.35699027,44.90673344,,36.74894901,101.9173496,,63.21625543,27.63186817,,,,,,,,,,,,,
3612,ENSMUSG00000081534,Slc48a1,"solute carrier family 48 (heme transporter), member 1 [Source:MGI Symbol;Acc:MGI:1914989]",9,55.50369782,0,56.31676514,62.23740136,,49.18358098,102.5847235,,54.67085025,49.54163837,107.6081809,72.49960569,13.37821422,,,,,,,,,,,,,
3613,ENSMUSG00000030683,Sez6l2,seizure related 6 homolog like 2 [Source:MGI Symbol;Acc:MGI:2385295],9,55.43622553,1,10.68903764,177.146803,,,13.08379687,,26.24924929,163.469683,179.8306008,42.8842752,108.7997076,,,,,,,,,,,0.052405162,,
3614,ENSMUSG00000073155,1810058I24Rik,RIKEN cDNA 1810058I24 gene [Source:MGI Symbol;Acc:MGI:1914955],9,55.2445629,0,,33.74746972,34.48701666,28.06941623,60.88876605,,51.1407788,43.20226798,58.25350671,,90.40094937,,207.09496,,,,,,,,,,,
3615,ENSMUSG00000030519,Apba2,"amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:MGI Symbol;Acc:MGI:1261791]",9,54.88383795,1,13.40021349,,24.2791568,12.50697595,72.83342552,,48.42533921,,132.605358,56.92863513,127.6130266,,,326.8228153,,,,,,,,0.810715682,,
3616,ENSMUSG00000042155,Klhl23,kelch-like 23 [Source:MGI Symbol;Acc:MGI:2683536],9,53.79024821,0,,,27.18140402,14.16185346,30.85149998,,284.3970389,,41.9680405,16.99439028,141.4035339,23.70498736,,466.8897362,,,,,,,,,,
